"doc_id","cause_num","date","date_f","court","judge","category","category_a","in_absentia","region","punishment","punishment_final"
109689444,"202/3650/23","2023-03-20","20 березня 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Створення не передбачених законом збройних формувань","260","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
109324859,"202/3689/23","2023-02-28","28 лютого 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
117811348,"202/3771/24","2024-03-21","21 березня 2024","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
112856417,"202/3884/23","2023-08-15","15 серпня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
113247643,"202/3945/23","2023-09-04","4 вересня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 9 років","позбавлення волі"
117935291,"202/3947/23","2024-03-27","27 березня 2024","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 10 років","позбавлення волі"
117567167,"202/40/24","2024-02-19","19 лютого 2024","Індустріальний районний суд м. Дніпропетровська","Кухтін Г. О.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 13 років","позбавлення волі"
117935292,"202/4107/24","2024-03-27","27 березня 2024","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 12 років","позбавлення права на посади"
105624184,"202/4418/22","2022-08-05","5 серпня 2022","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
109986658,"202/4425/23Провадження № 1-кп/202/525/2023","2023-04-04","4 квітня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 6 років","позбавлення волі"
109626423,"202/4444/23","2023-03-13","13 березня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
108385995,"202/4474/22","2023-01-06","6 січня 2023","Жовтневий районний суд м. Дніпропетровська","Батуєв О. В.","Створення не передбачених законом збройних формувань","260","-","Дніпропетровська область","позбавлення волі 7 років 6 місяців","позбавлення волі"
110231851,"202/4850/23","2023-04-13","13 квітня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
109767983,"202/5229/23","2023-03-23","23 березня 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
110656320,"202/5240/23","2023-05-05","5 травня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Створення не передбачених законом збройних формувань","260","-","Дніпропетровська область","звільнили від покарання","умовне"
106047055,"202/5262/22","2022-08-30","30 серпня 2022","Жовтневий районний суд м. Дніпропетровська","Ополинська І. Г.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
115570268,"202/5423/23Провадження № 1-кп/202/569/2023","2023-12-12","12 грудня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
110656327,"202/5512/23","2023-05-04","4 травня 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 5 років 3 місяці","позбавлення волі"
109886718,"202/5539/23","2023-03-29","29 березня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 8 років","позбавлення волі"
109927033,"202/5640/23","2023-03-31","31 березня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 12 років","позбавлення права на посади"
117935280,"202/5922/23","2024-03-27","27 березня 2024","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі","позбавлення волі"
112250311,"202/6023/23№ 1-кп/202/612/2023","2023-07-18","18 липня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
110269932,"202/6750/23","2023-04-13","13 квітня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
114783059,"202/6911/23№ 1-кп/202/686/2023","2023-11-09","9 листопада 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","звільнили від покарання","умовне"
108115704,"202/7404/22 Провадження № 1-кп/202/475/2022","2022-12-26","26 грудня 2022","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі","позбавлення волі"
106871325,"202/7622/22№ 1-кп/202/481/2022","2022-10-21","21 жовтня 2022","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 12 років","позбавлення права на посади"
110594795,"202/7628/23","2023-05-02","2 травня 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
110594815,"202/7630/23","2023-05-02","2 травня 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
112313268,"202/7631/23№ 1-кп/202/745/2023","2023-07-20","20 липня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 9 років","позбавлення волі"
113808388,"202/7838/23","2023-09-27","27 вересня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
117799623,"202/8088/23","2024-03-20","20 березня 2024","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
107209023,"202/8198/22","2022-11-08","8 листопада 2022","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 5 років 3 місяці","позбавлення волі"
107044748,"202/8201/22№ 1-кп/202/513/2022","2022-11-01","1 листопада 2022","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 12 років","позбавлення права на посади"
111089320,"202/8539/23","2023-05-24","24 травня 2023","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 8 років","позбавлення волі"
111428948,"202/8684/23","2023-06-08","8 червня 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
107362102,"202/8829/22","2022-11-14","14 листопада 2022","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
107362105,"202/9126/22","2022-11-11","11 листопада 2022","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
113781895,"202/9216/23№ 1-кп/202/851/2023","2023-09-28","28 вересня 2023","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
109055284,"202/9476/22","2023-02-15","15 лютого 2023","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 7 років","позбавлення волі"
116471013,"202/956/24","2024-01-23","23 січня 2024","Індустріальний районний суд м. Дніпропетровська","Ігнатенко В. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
107997354,"202/9707/22","2022-12-21","21 грудня 2022","Індустріальний районний суд м. Дніпропетровська","Волошин Є. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
107553105,"202/9890/22Провадження № 1-кп/202/592/2022","2022-11-29","29 листопада 2022","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 12 років","позбавлення права на посади"
107553110,"202/9891/22Провадження № 1-кп/202/593/2022","2022-11-29","29 листопада 2022","Індустріальний районний суд м. Дніпропетровська","Шофаренко Ю. Ф.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 10 років","позбавлення волі"
103083758,"203/16/22","2022-02-02","2 лютого 2022","Кіровський районний суд м. Дніпропетровська","Підберезний Г. А.","Дії, спрямовані на насильницьку зміну чи повалення державної влади","109","-","Дніпропетровська область","звільнили від покарання","умовне"
116135298,"203/29/24","2024-01-08","8 січня 2024","Кіровський районний суд м. Дніпропетровська","Смольняков О. О.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 11 років","позбавлення права на посади"
111369087,"203/3025/23","2023-06-07","7 червня 2023","Кіровський районний суд м. Дніпропетровська","Вусик Є. О.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
107581837,"203/3599/22","2022-11-15","15 листопада 2022","Кіровський районний суд м. Дніпропетровська","Підберезний Г. А.","Фінансування дій, вчинених з метою насильницької зміни чи повалення державної влади","110-2","-","Дніпропетровська область","звільнили від покарання","умовне"
116718580,"203/485/24","2024-01-30","30 січня 2024","Кіровський районний суд м. Дніпропетровська","Підберезний Г. А.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
116345168,"204/10011/23","2024-01-16","16 січня 2024","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
107921780,"204/10741/22","2022-12-15","15 грудня 2022","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
112891468,"204/11278/23","2023-08-18","18 серпня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","звільнили від покарання","умовне"
112891537,"204/11280/23","2023-08-18","18 серпня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","звільнили від покарання","умовне"
116115908,"204/12350/23","2023-12-07","7 грудня 2023","Красногвардійський районний суд м. Дніпропетровська","Дружинін К. М.","Дії, спрямовані на насильницьку зміну чи повалення державної влади","109","-","Дніпропетровська область","звільнили від покарання","умовне"
108896242,"204/1260/23","2023-02-08","8 лютого 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
116756913,"204/13750/23","2024-02-05","5 лютого 2024","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 12 років","позбавлення волі"
116501948,"204/13913/23","2024-01-22","22 січня 2024","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Колабораційна діяльність","111-1","-","Дніпропетровська область","звільнили від покарання","умовне"
114537036,"204/14111/23","2023-10-26","26 жовтня 2023","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Дії, спрямовані на насильницьку зміну чи повалення державної влади","109","-","Дніпропетровська область","звільнили від покарання","умовне"
108974530,"204/1665/23","2023-02-13","13 лютого 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 8 років","позбавлення волі"
104368779,"204/2314/22","2022-05-19","19 травня 2022","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
104229440,"204/2465/22","2022-05-10","10 травня 2022","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","звільнили від покарання","умовне"
105185809,"204/2625/22","2022-07-07","7 липня 2022","Жовтневий районний суд м. Дніпропетровська","Батуєв О. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","звільнили від покарання","умовне"
114477557,"204/2645/22","2023-10-18","18 жовтня 2023","Жовтневий районний суд м. Дніпропетровська","Батуєв О. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
105060821,"204/2783/22","2022-06-06","6 червня 2022","Красногвардійський районний суд м. Дніпропетровська","Білик І. А.","Дії, спрямовані на насильницьку зміну чи повалення державної влади","109","-","Дніпропетровська область","звільнили від покарання","умовне"
108442208,"204/290/23","2023-01-16","16 січня 2023","Красногвардійський районний суд м. Дніпропетровська","Некрасов О. О.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
106849444,"204/3371/22","2022-10-20","20 жовтня 2022","Красногвардійський районний суд м. Дніпропетровська","Некрасов О. О.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
106304632,"204/3688/22","2022-09-19","19 вересня 2022","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
108185977,"204/4112/22","2022-12-28","28 грудня 2022","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
105001861,"204/4113/22","2022-06-29","29 червня 2022","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
109325339,"204/4135/22","2023-02-28","28 лютого 2023","Красногвардійський районний суд м. Дніпропетровська","Білик І. А.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 5 років 3 місяці","позбавлення волі"
105589575,"204/4234/22","2022-08-04","4 серпня 2022","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Дії, спрямовані на насильницьку зміну чи повалення державної влади","109","-","Дніпропетровська область","звільнили від покарання","умовне"
110450616,"204/4306/23","2023-04-26","26 квітня 2023","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","звільнили від покарання","умовне"
106626358,"204/4393/22","2022-10-05","5 жовтня 2022","Красногвардійський районний суд м. Дніпропетровська","Юшков М. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
105419446,"204/4507/22","2022-07-25","25 липня 2022","Жовтневий районний суд м. Дніпропетровська","Батуєв О. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","звільнили від покарання","умовне"
111331321,"204/4713/23","2023-06-01","1 червня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Фінансування дій, вчинених з метою насильницької зміни чи повалення державної влади","110-2","-","Дніпропетровська область","звільнили від покарання","умовне"
110716610,"204/4908/23","2023-04-21","21 квітня 2023","Красногвардійський районний суд м. Дніпропетровська","Дружинін К. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
105912776,"204/5263/22","2022-08-26","26 серпня 2022","Дніпропетровський районний суд Дніпропетровської області","Бровченко В. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","звільнили від покарання","умовне"
109075547,"204/5603/22","2023-02-13","13 лютого 2023","Красногвардійський районний суд м. Дніпропетровська","Некрасов О. О.","Фінансування дій, вчинених з метою насильницької зміни чи повалення державної влади","110-2","-","Дніпропетровська область","звільнили від покарання","умовне"
107510481,"204/5854/22","2022-11-07","7 листопада 2022","Красногвардійський районний суд м. Дніпропетровська","Дружинін К. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
106246186,"204/5860/22","2022-09-14","14 вересня 2022","Красногвардійський районний суд м. Дніпропетровська","Некрасов О. О.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
115909248,"204/6387/22","2023-12-25","25 грудня 2023","Жовтневий районний суд м. Дніпропетровська","Гончаренко В. М.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 6 років","позбавлення волі"
106871258,"204/6627/22","2022-10-20","20 жовтня 2022","Жовтневий районний суд м. Дніпропетровська","Шелестов К. О.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
117497610,"204/6734/22","2024-03-07","7 березня 2024","Амур-Нижньодніпровський районний суд м. Дніпропетровська","МАШКІНА Н. В.","Колабораційна діяльність","111-1","+","Дніпропетровська область","позбавлення волі 7 років","позбавлення волі"
109377158,"204/6773/22","2023-02-23","23 лютого 2023","Красногвардійський районний суд м. Дніпропетровська","Дружинін К. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
106339886,"204/6874/22","2022-09-13","13 вересня 2022","Красногвардійський районний суд м. Дніпропетровська","Білик І. А.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
112163726,"204/7642/23","2023-07-13","13 липня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Фінансування дій, вчинених з метою насильницької зміни чи повалення державної влади","110-2","-","Дніпропетровська область","звільнили від покарання","умовне"
111400060,"204/7939/23","2023-06-07","7 червня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
113036308,"204/7978/23","2023-08-23","23 серпня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Фінансування дій, вчинених з метою насильницької зміни чи повалення державної влади","110-2","-","Дніпропетровська область","звільнили від покарання","умовне"
109869204,"204/80/23","2023-03-29","29 березня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 12 років","позбавлення волі"
111579082,"204/8024/22","2023-06-15","15 червня 2023","Дніпропетровський районний суд Дніпропетровської області","Дараган Л. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 4 роки","позбавлення волі"
109193845,"204/8029/22","2023-02-24","24 лютого 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 4 роки","позбавлення волі"
107703409,"204/8481/22","2022-11-29","29 листопада 2022","Красногвардійський районний суд м. Дніпропетровська","Дружинін К. М.","Створення не передбачених законом збройних формувань","260","-","Дніпропетровська область","позбавлення волі 3 роки","позбавлення волі"
107227193,"204/9154/22","2022-11-08","8 листопада 2022","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 12 років","позбавлення волі"
113945747,"204/9472/23","2023-09-06","6 вересня 2023","Красногвардійський районний суд м. Дніпропетровська","Білик І. А.","Фінансування дій, вчинених з метою насильницької зміни чи повалення державної влади","110-2","-","Дніпропетровська область","звільнили від покарання","умовне"
112018117,"204/9800/23","2023-07-04","4 липня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
116004307,"204/9855/23","2023-12-27","27 грудня 2023","Красногвардійський районний суд м. Дніпропетровська","Безрук Т. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","позбавлення волі 5 років","позбавлення волі"
114474592,"205/10257/23","2023-10-27","27 жовтня 2023","Ленінський районний суд м. Дніпропетровська","Таус М. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
117197461,"205/3007/23","2024-02-22","22 лютого 2024","Ленінський районний суд м. Дніпропетровська","Шиян В. В.","Державна зрада","111","-","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
116940160,"205/7976/23","2024-02-02","2 лютого 2024","Ленінський районний суд м. Дніпропетровська","Яценко О. М.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","звільнили від покарання","умовне"
117453243,"206/1012/24","2024-03-05","5 березня 2024","Самарський районний суд м. Дніпропетровська","Малихіна В. В.","Створення не передбачених законом збройних формувань","260","-","Дніпропетровська область","звільнили від покарання","умовне"
113448785,"206/2233/23","2023-09-13","13 вересня 2023","Самарський районний суд м. Дніпропетровська","Сухоруков А. О.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
116530591,"206/2483/23","2024-01-24","24 січня 2024","Самарський районний суд м. Дніпропетровська","Нестеренко Т. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 10 років","позбавлення волі"
111053770,"207/1768/23","2023-05-16","16 травня 2023","Баглійський районний суд м. Дніпродзержинська","Погребняк Т. Ю.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
118014259,"207/1834/24","2024-03-29","29 березня 2024","Баглійський районний суд м. Дніпродзержинська","Подобєд О. К.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення волі 15 років","позбавлення волі"
106136031,"207/2256/22","2022-09-08","8 вересня 2022","Баглійський районний суд м. Дніпродзержинська","Бистрова Л. О.","Посягання на територіальну цілісність і недоторканність України","110","-","Дніпропетровська область","позбавлення волі 10 років","позбавлення волі"
110930315,"207/2441/23","2023-05-18","18 травня 2023","Баглійський районний суд м. Дніпродзержинська","Подобєд О. К.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
106573017,"207/2635/22","2022-09-30","30 вересня 2022","Баглійський районний суд м. Дніпродзержинська","Юрченко І. М.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
112066951,"207/3243/23","2023-07-07","7 липня 2023","Баглійський районний суд м. Дніпродзержинська","Подобєд О. К.","Колабораційна діяльність","111-1","-","Дніпропетровська область","звільнили від покарання","умовне"
113770714,"207/4427/23","2023-09-27","27 вересня 2023","Баглійський районний суд м. Дніпродзержинська","Подобєд О. К.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","обмеження волі 3 роки","обмеження волі"
116197415,"207/6383/23","2024-01-05","5 січня 2024","Баглійський районний суд м. Дніпродзержинська","Бистрова Л. О.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Дніпропетровська область","звільнили від покарання","умовне"
117392517,"208/1369/24","2024-02-23","23 лютого 2024","Заводський районний суд м. Дніпродзержинська","Савранський Т. А.","Колабораційна діяльність","111-1","-","Дніпропетровська область","позбавлення права на посади 10 років","позбавлення права на посади"
